CONFERENCE;TITLE;BOOKTITLE;SERIES;VOLUME;PUBLISHER;YEAR;ID
conf/acllaw/2016;Proceedings of the 10th Linguistic Annotation Workshop held in conjunction with ACL 2016 LAW@ACL 2016 August 11 2016 Berlin Germany;LAW@ACL;?;?;The Association for Computer Linguistics;2016;?
conf/acm/1974-1;Proceedings of the 1974 ACM Annual Conference San Diego California USA November 1974 Volume 1;ACM Annual Conference (1);?;?;ACM;1974;?
conf/acm/1974-2;Proceedings of the 1974 ACM Annual Conference San Diego California USA November 1974 Volume 2;ACM Annual Conference (2);?;?;ACM;1974;?
conf/acm/1976;Proceedings of the 1976 Annual Conference Houston Texas USA October 20-22 1976;ACM Annual Conference;?;?;ACM;1976;?
conf/acm/1977;Proceedings of the 1977 annual conference ACM '77 Seattle Washington USA October 16-19 1977;ACM Annual Conference;?;?;ACM;1977;978-1-4503-3921-6
conf/acm/1978-1;Proceedings 1978 ACM Annual Conference Washington DC USA December 4-6 1978 Volume I;ACM Annual Conference (1);?;?;ACM;1978;?
conf/acm/1978-2;Proceedings 1978 ACM Annual Conference Washington DC USA December 4-6 1978 Volume II;ACM Annual Conference (2);?;?;ACM;1978;?
conf/acm/1984;Proceedings of the 1984 ACM Annual Conference on Computer Science: The fifth generation challenge San Francisco CA USA October 1984;ACM Conference on Computer Science;?;?;ACM;1984;0-89791-144-X
conf/acm/1985;Proceedings of the 13th ACM Annual Conference on Computer Science New Orleans Louisiana USA 1985;ACM Conference on Computer Science;?;?;ACM;1985;0-89791-150-4
conf/acm/1985ac;Proceedings of the 1985 ACM annual conference on The range of computing: mid-80's perspective: mid-80's perspective Denver Colorado USA October 14-16 1985;ACM Annual Conference - The range of computing: mid-80's perspective;?;?;ACM;1985;0-89791-170-9
conf/acm/1986;Proceedings of the 14th ACM Annual Conference on Computer Science Cincinnati Ohio USA 1986;ACM Conference on Computer Science;?;?;ACM;1986;0-89791-177-6
conf/acm/1987;Proceedings of the 15th ACM Annual Conference on Computer Science St. Louis Missouri USA February 16-19 1987;ACM Conference on Computer Science;?;?;ACM;1987;0-89791-218-7
conf/acm/1988;Proceedings of the Sixteenth ACM Annual Conference on Computer Science Atlanta Georgia USA February 23-25 1988;ACM Conference on Computer Science;?;?;ACM;1988;0-89791-260-8
conf/acm/1989;Computer Trends in the 1990s - Proceedings of the 1989 ACM 17th Annual Computer Science Conference Louisville Kentucky USA February 21-23 1989;ACM Conference on Computer Science;?;?;ACM;1989;0-89791-299-3
conf/acm/1990;Proceedings of the ACM 18th Annual Computer Science Conference on Cooperation CSC '90 Sheraton Washington Hotel Washington DC USA February 20-22 1990;ACM Conference on Computer Science;?;?;ACM;1990;0-89791-348-5
conf/acm/1991;Proceedings of the 19th annual conference on Computer Science CSC '91 San Antonio Texas USA March 4-7 1991;ACM Conference on Computer Science;?;?;ACM;1991;0-89791-382-5
conf/acm/1992;Proceedings of the ACM 20th Annual Conference on Computer Science CSC '92 Kansas City MO USA March 3-5 1992;ACM Conference on Computer Science;?;?;ACM;1992;0-89791-472-4
conf/acm/1993;Proceedings of the ACM 21th Conference on Computer Science CSC '93 Indianapolis IN USA February 16-18 1993;ACM Conference on Computer Science;?;?;ACM;1993;0-89791-558-5
conf/acm/1994;Proceedings of the ACM 22rd Annual Computer Science Conference on Scaling up: Meeting the Challenge of Complexity in Real-World Computing Applications CSC '94 Phoenix Arizona USA March 8-10 1994;ACM Conference on Computer Science;?;?;ACM;1994;0-89791-634-4
conf/acm/1995;Proceedings of the 1995 ACM 23rd Annual Conference on Computer Science CSC '95 Nashville TN USA February 28 - March 2 1995;ACM Conference on Computer Science;?;?;ACM;1995;0-89791-737-5
conf/acm/1996;Proceedings of the 24th ACM Conference on Computer Science CSC '96 Philadelphia PA USA February 16-18 1996;ACM Conference on Computer Science;?;?;ACM;1996;0-89791-828-2
conf/acm/1997;ACM'97: The Next 50 Years of Computing ACM '97 San Jose California USA March 3-5 1997;ACM Conference on Computer Science;?;?;ACM;1997;978-1-4503-3922-3
conf/acm/2012t;ACM Turing Centenary Celebration ACM-TURING '12 San Francisco California USA June 15-16 2012;ACM-TURING;?;?;ACM;2012;978-1-4503-3919-3
conf/acm/2017turc;Proceedings of the ACM Turing 50th Celebration Conference - China TUR-C 2017 Shanghai China May 12-14 2017;TUR-C;?;?;ACM;2017;978-1-4503-4873-7
conf/acmiccc/2011;2011 International Conference on Innovative Computing and Cloud Computing ICCC '11 Wuhan China August 13-14 2011;ICCC;?;?;ACM;2011;978-1-4503-0567-9
conf/acmiccc/2013;2013 The Second International Conference on Innovative Computing and Cloud Computing ICCC '13 Wuhan China - December 01 - 02 2013;ICCC;?;?;ACM;2013;978-1-4503-2119-8
conf/acmicn/2011;2011 ACM SIGCOMM Workshop on Information-Centric Networking ICN 2011 Toronto ON Canada August 19 2011;ICN;?;?;ACM;2011;978-1-4503-0801-4
conf/acmicn/2012;ICN'12 ACM Proceedings of the Information-Centric Networking Workshop Helsinki Finland August 17 2012;ICN;?;?;ACM;2012;978-1-4503-1479-4
conf/acmicn/2013;ICN'13 Proceedings of the 3rd 2013 ACM SIGCOMM Workshop on Information-Centric Networking August 12 2013 Hong Kong China;ICN;?;?;ACM;2013;978-1-4503-2179-2
conf/acmicn/2014;1st International Conference on Information-Centric Networking ICN'14 Paris France September 24-26 2014;ICN;?;?;ACM;2014;978-1-4503-3206-4
conf/acmicn/2015;Proceedings of the 2nd International Conference on Information-Centric Networking ICN '15 San Francisco California USA September 30 - October 2 2015;ICN;?;?;ACM;2015;978-1-4503-3855-4
conf/acmicn/2016;Proceedings of the 3rd ACM Conference on Information-Centric Networking ICN '16 Kyoto Japan September 26-28 2016;ICN;?;?;ACM;2016;978-1-4503-4467-8
conf/acmidc/2003;Interaction Design and Children IDC'03 Preston England UK July 1-3 2003;IDC;?;?;ACM;2003;?
conf/acmidc/2004;Interaction Design and Children IDC'04 Baltimore MD USA June 1-3 2004;IDC;?;?;ACM;2004;1-58113-791-5
conf/acmidc/2005;Interaction Design and Children Proceedings of the 2005 conference on Interaction design and children IDC 2005 Boulder Colorado June 8-10 2005;IDC;?;?;ACM;2005;?
conf/acmidc/2006;Interaction Design and Children Proceedings of the 2006 conference on Interaction design and children IDC 2006 Tampere Finland June 7-9 2006;IDC;?;?;ACM;2006;?
conf/acmidc/2007;Interaction Design and Children Proceedings of the 6th International Conference on Interaction Design and Children IDC 2007 Aalborg Denmark June 6-8 2007;IDC;?;?;ACM;2007;978-1-59593-747-6
conf/acmidc/2008;Proceedings of the 7th International Conference on Interaction Design and Children IDC 2008 Chicago Illinois USA June 11-13 2008;IDC;?;?;ACM;2008;978-1-59593-994-4
conf/acmidc/2009;Interaction Design and Children Proceedings of the 8th International Conference on Interaction Design and Children IDC 2009 Como Italy June 3-5 2009;IDC;?;?;ACM;2009;978-1-60558-395-2
conf/acmidc/2010;Interaction Design and Children Proceedings of the 9th International Conference on Interaction Design and Children IDC 2010 Barcelona Spain June 9-12 2010;IDC;?;?;ACM;2010;978-1-60558-951-0
conf/acmidc/2011;Interaction Design and Children Proceedings of the 10th International Conference on Interaction Design and Children IDC 2011 Ann Arbor MI USA June 20-23 2011;IDC;?;?;ACM;2011;978-1-4503-0751-2
conf/acmidc/2012;The 11th International Conference on Interaction Design and Children IDC '12 Bremen UNK Germany June 12 - 15 2012;IDC;?;?;ACM;2012;978-1-4503-1007-9
conf/acmidc/2013;Interaction Design and Children 2013 IDC '13 New York NY USA - June 24 - 27 2013;IDC;?;?;ACM;2013;978-1-4503-1918-8
conf/acmidc/2014;IDC '14 Proceedings of the 2014 Conference on Interaction Design and Children June 17-20 2014 Aarhus Denmark;IDC;?;?;ACM;2014;9,78E+12
conf/acmidc/2015;Proceedings of the 14th International Conference on Interaction Design and Children IDC '15 Medford MA USA June 21-25 2015;IDC;?;?;ACM;2015;978-1-4503-3590-4
conf/acmidc/2016;Proceedings of the The 15th International Conference on Interaction Design and Children IDC '16 Manchester United Kingdom June 21-24 2016;IDC;?;?;ACM;2016;978-1-4503-4313-8
conf/acml/2009;Advances in Machine Learning First Asian Conference on Machine Learning ACML 2009 Nanjing China November 2-4 2009. Proceedings;ACML;Lecture Notes in Computer Science;5828;Springer;2009;978-3-642-05223-1
conf/acml/2010;Proceedings of the 2nd Asian Conference on Machine Learning ACML 2010 Tokyo Japan November 8-10 2010;ACML;JMLR Proceedings;13;JMLR.org;2010;?
conf/acml/2011;Proceedings of the 3rd Asian Conference on Machine Learning ACML 2011 Taoyuan Taiwan November 13-15 2011;ACML;JMLR Proceedings;20;JMLR.org;2011;?
conf/acml/2012;Proceedings of the 4th Asian Conference on Machine Learning ACML 2012 Singapore Singapore November 4-6 2012;ACML;JMLR Proceedings;25;JMLR.org;2012;?
conf/acml/2013;Asian Conference on Machine Learning ACML 2013 Canberra ACT Australia November 13-15 2013;ACML;JMLR Workshop and Conference Proceedings;29;JMLR.org;2013;?
conf/acml/2014;Proceedings of the Sixth Asian Conference on Machine Learning ACML 2014 Nha Trang City Vietnam November 26-28 2014.;ACML;JMLR Workshop and Conference Proceedings;39;JMLR.org;2014;?
conf/acml/2015;Proceedings of The 7th Asian Conference on Machine Learning ACML 2015 Hong Kong November 20-22 2015.;ACML;JMLR Workshop and Conference Proceedings;45;JMLR.org;2015;?
conf/acml/2016;Proceedings of The 8th Asian Conference on Machine Learning ACML 2016 Hamilton New Zealand November 16-18 2016.;ACML;JMLR Workshop and Conference Proceedings;63;JMLR.org;2016;?
conf/acmmpc/2000;Algebraic and Coalgebraic Methods in the Mathematics of Program Construction International Summer School and Workshop Oxford UK April 10-14 2000 Revised Lectures;Algebraic and Coalgebraic Methods in the Mathematics of Program Construction;Lecture Notes in Computer Science;2297;Springer;2002;3-540-43613-8
conf/acns/2003;Applied Cryptography and Network Security First International Conference ACNS 2003. Kunming China October 16-19 2003 Proceedings;ACNS;Lecture Notes in Computer Science;2846;Springer;2003;3-540-20208-0
conf/acns/2004;Applied Cryptography and Network Security Second International Conference ACNS 2004 Yellow Mountain China June 8-11 2004 Proceedings;ACNS;Lecture Notes in Computer Science;3089;Springer;2004;3-540-22217-0
conf/acns/2005;Applied Cryptography and Network Security Third International Conference ACNS 2005 New York NY USA June 7-10 2005 Proceedings;ACNS;Lecture Notes in Computer Science;3531;?;2005;3-540-26223-7
conf/acns/2006;Applied Cryptography and Network Security 4th International Conference ACNS 2006 Singapore June 6-9 2006 Proceedings;ACNS;Lecture Notes in Computer Science;3989;?;2006;3-540-34703-8
conf/acns/2007;Applied Cryptography and Network Security 5th International Conference ACNS 2007 Zhuhai China June 5-8 2007 Proceedings;ACNS;Lecture Notes in Computer Science;4521;Springer;2007;978-3-540-72737-8
conf/acns/2008;Applied Cryptography and Network Security 6th International Conference ACNS 2008 New York NY USA June 3-6 2008. Proceedings;ACNS;Lecture Notes in Computer Science;5037;?;2008;978-3-540-68913-3
conf/acns/2009;Applied Cryptography and Network Security 7th International Conference ACNS 2009 Paris-Rocquencourt France June 2-5 2009. Proceedings;ACNS;Lecture Notes in Computer Science;5536;?;2009;978-3-642-01956-2
conf/acns/2010;Applied Cryptography and Network Security 8th International Conference ACNS 2010 Beijing China June 22-25 2010. Proceedings;ACNS;Lecture Notes in Computer Science;6123;?;2010;978-3-642-13707-5
conf/acns/2011;Applied Cryptography and Network Security - 9th International Conference ACNS 2011 Nerja Spain June 7-10 2011. Proceedings;ACNS;Lecture Notes in Computer Science;6715;?;2011;978-3-642-21553-7
conf/acns/2012;Applied Cryptography and Network Security - 10th International Conference ACNS 2012 Singapore June 26-29 2012. Proceedings;ACNS;Lecture Notes in Computer Science;7341;Springer;2012;978-3-642-31283-0
conf/acns/2013;Applied Cryptography and Network Security - 11th International Conference ACNS 2013 Banff AB Canada June 25-28 2013. Proceedings;ACNS;Lecture Notes in Computer Science;7954;Springer;2013;978-3-642-38979-5
conf/acns/2014;Applied Cryptography and Network Security - 12th International Conference ACNS 2014 Lausanne Switzerland June 10-13 2014. Proceedings;ACNS;Lecture Notes in Computer Science;8479;Springer;2014;978-3-319-07535-8
conf/acns/2015;Applied Cryptography and Network Security - 13th International Conference ACNS 2015 New York NY USA June 2-5 2015 Revised Selected Papers;ACNS;Lecture Notes in Computer Science;9092;Springer;2015;978-3-319-28165-0
conf/acns/2016;Applied Cryptography and Network Security - 14th International Conference ACNS 2016 Guildford UK June 19-22 2016. Proceedings;ACNS;Lecture Notes in Computer Science;9696;Springer;2016;978-3-319-39554-8
conf/acom/2004;Agent Communication International Workshop on Agent Communication AC 2004 New York NY USA July 19 2004 Revised Selected and Invited Papers;AC;Lecture Notes in Computer Science;3396;Springer;2005;3-540-25015-8
conf/acom/2006;Agent Communication II International Workshops on Agent Communication AC 2005 and AC 2006 Utrecht Netherlands July 25 2005 and Hakodate Japan May 9 2006 Selected and Revised Papers;AC;Lecture Notes in Computer Science;3859;Springer;2006;978-3-540-68142-7
conf/acomp/2015;2015 International Conference on Advanced Computing and Applications ACOMP 2015 Ho Chi Minh City Vietnam November 23-25 2015;ACOMP;?;?;IEEE Computer Society;2015;978-1-4673-8234-2
conf/acomp/2016;2016 International Conference on Advanced Computing and Applications ACOMP 2016 Can Tho City Vietnam November 23-25 2016;ACOMP;?;?;IEEE Computer Society;2016;978-1-5090-6143-3
conf/acosis/2016;International Conference on Advanced Communication Systems and Information Security ACOSIS 2016 Marrakesh Morocco October 17-19 2016;ACOSIS;?;?;IEEE;2016;978-1-5090-6227-0
conf/acota/2010;Proceedings of the 1st International Workshop on Automated Configuration and Tailoring of Applications Antwerp Belgium September 20 2010;ACoTA;CEUR Workshop Proceedings;688;CEUR-WS.org;2010;?
conf/acpc/1991;Parallel Computation First International ACPC Conference Salzburg Austria September 30 - October 2 1991 Proceedings;ACPC;Lecture Notes in Computer Science;591;Springer;1992;3-540-55437-8
conf/acpc/1993;Parallel Computation Second International ACPC Conference Gmunden Austria October 4-6 1993 Proceedings;ACPC;Lecture Notes in Computer Science;734;Springer;1993;3-540-57314-3
conf/acpc/1996;Parallel Computation Third International ACPC Conference with Special Emphasis on Parallel Databases and Parallel I/O Klagenfurt Austria September 23-25 1996 Proceedings;ACPC;Lecture Notes in Computer Science;1127;Springer;1996;3-540-61695-0
conf/acpc/1999;Parallel Computation 4th International ACPC Conference Including Special Tracks on Parallel Numerics (ParNum'99) and Parallel Computing in Image Processing Video Processing and Multimedia Salzburg Austria February 1999 Proceedings;ACPC;Lecture Notes in Computer Science;1557;Springer;1999;3-540-65641-3
conf/acpr/2011;First Asian Conference on Pattern Recognition ACPR 2011 Beijing China 28-28 November 2011;ACPR;?;?;IEEE;2011;978-1-4577-0122-1
conf/acpr/2013;2nd IAPR Asian Conference on Pattern Recognition ACPR 2013 Naha Japan November 5-8 2013;ACPR;?;?;IEEE;2013;978-1-4799-2190-4
conf/acpr/2015;3rd IAPR Asian Conference on Pattern Recognition ACPR 2015 Kuala Lumpur Malaysia November 3-6 2015;ACPR;?;?;IEEE;2015;978-1-4799-6100-9
conf/acri/1996;ACRI '96 Proceedings of the Second Conference on Cellular Automata for Research and Industry Milan Italy 16-18 October 1996;ACRI;?;?;Springer;1997;3-540-76091-1
conf/acri/2000;Theoretical and Practical Issues on Cellular Automata Proceedings of the Fourth International Conference on Cellular Automata for Research and Industry Karlsruhe 4-6 October 2000;ACRI;?;?;Springer;2000;1-85233-388-X
conf/acri/2002;Cellular Automata 5th International Conference on Cellular Automata for Research and Industry ACRI 2002 Geneva Switzerland October 9-11 2002 Proceedings;ACRI;Lecture Notes in Computer Science;2493;Springer;2002;3-540-44304-5
conf/acri/2004;Cellular Automata 6th International Conference on Cellular Automata for Research and Industry ACRI 2004 Amsterdam The Netherlands October 25-28 2004 Proceedings;ACRI;Lecture Notes in Computer Science;3305;Springer;2004;3-540-23596-5
conf/acri/2006;Cellular Automata 7th International Conference on Cellular Automata for Research and Industry ACRI 2006 Perpignan France September 20-23 2006 Proceedings;ACRI;Lecture Notes in Computer Science;4173;Springer;2006;3-540-40929-7
conf/acri/2008;Cellular Automata 8th International Conference on Cellular Aotomata for Reseach and Industry ACRI 2008 Yokohama Japan September 23-26 2008. Proceedings;ACRI;Lecture Notes in Computer Science;5191;Springer;2008;978-3-540-79991-7
conf/acri/2010;Cellular Automata - 9th International Conference on Cellular Automata for Research and Industry ACRI 2010 Ascoli Piceno Italy September 21-24 2010. Proceedings;ACRI;Lecture Notes in Computer Science;6350;Springer;2010;978-3-642-15978-7
conf/acri/2012;Cellular Automata - 10th International Conference on Cellular Automata for Research and Industry ACRI 2012 Santorini Island Greece September 24-27 2012. Proceedings;ACRI;Lecture Notes in Computer Science;7495;Springer;2012;978-3-642-33349-1
conf/acri/2014;Cellular Automata - 11th International Conference on Cellular Automata for Research and Industry ACRI 2014 Krakow Poland September 22-25 2014. Proceedings;ACRI;Lecture Notes in Computer Science;8751;Springer;2014;978-3-319-11519-1
conf/acri/2016;Cellular Automata - 12th International Conference on Cellular Automata for Research and Industry ACRI 2016 Fez Morocco September 5-8 2016. Proceedings;ACRI;Lecture Notes in Computer Science;9863;Springer;2016;978-3-319-44364-5
conf/acs/1983;The Analysis of Concurrent Systems Cambridge September 12-16 1983 Proceedings;The Analysis of Concurrent Systems;Lecture Notes in Computer Science;207;Springer;1985;3-540-16047-7
conf/acsac/1989;Fifth Annual Computer Security Applications Conference ACSAC 1989 4-8 December 1989 Westward Look Resort Tucson Arizona USA;ACSAC;?;?;IEEE;1989;?
conf/acsac/1990;Sixth Annual Computer Security Applications Conference ACSAC 1990 3-7 December 1990 Tucson Arizona USA;ACSAC;?;?;IEEE;1990;?
conf/acsac/1991;Seventh Annual Computer Security Applications Conference ACSAC 1991 2-6 December 1991 San Antonio Texas USA;ACSAC;?;?;IEEE;1991;?
conf/acsac/1992;Eighth Annual Computer Security Applications Conference ACSAC 1992 November 30 - December 4 1992 San Antonio Texas USA;ACSAC;?;?;IEEE;1992;?
conf/acsac/1993;Ninth Annual Computer Security Applications Conference ACSAC 1993 6-10 Decemver 1993 Orlando Florida USA;ACSAC;?;?;IEEE;1993;?
conf/acsac/1994;10th Annual Computer Security Applications Conference ACSAC 1994 5-9 December 1994 Orlando FL USA;ACSAC;?;?;IEEE;1994;?
conf/acsac/1996;12th Annual Computer Security Applications Conference (ACSAC 1996) 9-13 December 1996 San Diego CA USA;ACSAC;?;?;IEEE Computer Society;1996;?
conf/acsac/1997;13th Annual Computer Security Applications Conference (ACSAC 1997) 8-12 December 1997 San Diego CA USA;ACSAC;?;?;IEEE Computer Society;1997;0-8186-8274-4
conf/acsac/1998;14th Annual Computer Security Applications Conference (ACSAC 1998) 7-11 December 1998 Scottsdale AZ USA;ACSAC;?;?;IEEE Computer Society;1998;0-8186-8789-4
conf/acsac/1999;15th Annual Computer Security Applications Conference (ACSAC 1999) 6-10 December 1999 Scottsdale AZ USA;ACSAC;?;?;IEEE Computer Society;1999;0-7695-0346-2
conf/acsac/2000;16th Annual Computer Security Applications Conference (ACSAC 2000) 11-15 December 2000 New Orleans Louisiana USA;ACSAC;?;?;IEEE Computer Society;2000;0-7695-0859-6
conf/acsac/2001;17th Annual Computer Security Applications Conference (ACSAC 2001) 11-14 December 2001 New Orleans Louisiana USA;ACSAC;?;?;IEEE Computer Society;2001;0-7695-1405-7
conf/acsac/2002;18th Annual Computer Security Applications Conference (ACSAC 2002) 9-13 December 2002 Las Vegas NV USA;ACSAC;?;?;IEEE Computer Society;2002;0-7695-1828-1
conf/acsac/2003;19th Annual Computer Security Applications Conference (ACSAC 2003) 8-12 December 2003 Las Vegas NV USA;ACSAC;?;?;IEEE Computer Society;2003;0-7695-2041-3
conf/acsac/2004;20th Annual Computer Security Applications Conference (ACSAC 2004) 6-10 December 2004 Tucson AZ USA;ACSAC;?;?;IEEE Computer Society;2004;0-7695-2252-1
conf/acsac/2005;21st Annual Computer Security Applications Conference (ACSAC 2005) 5-9 December 2005 Tucson AZ USA;ACSAC;?;?;IEEE Computer Society;2005;0-7695-2461-3
conf/acsac/2006;22nd Annual Computer Security Applications Conference (ACSAC 2006) 11-15 December 2006 Miami Beach Florida USA;ACSAC;?;?;IEEE Computer Society;2006;0-7695-2716-7
conf/acsac/2007;23rd Annual Computer Security Applications Conference (ACSAC 2007) December 10-14 2007 Miami Beach Florida USA;ACSAC;?;?;IEEE Computer Society;2007;0-7695-3060-5
conf/acsac/2008;Twenty-Fourth Annual Computer Security Applications Conference ACSAC 2008 Anaheim California USA 8-12 December 2008;ACSAC;?;?;IEEE Computer Society;2008;978-0-7695-3447-3
conf/acsac/2009;Twenty-Fifth Annual Computer Security Applications Conference ACSAC 2009 Honolulu Hawaii 7-11 December 2009;ACSAC;?;?;IEEE Computer Society;2009;978-0-7695-3919-5
conf/acsac/2010;Twenty-Sixth Annual Computer Security Applications Conference ACSAC 2010 Austin Texas USA 6-10 December 2010;ACSAC;?;?;ACM;2010;978-1-4503-0133-6
conf/acsac/2011;Twenty-Seventh Annual Computer Security Applications Conference ACSAC 2011 Orlando FL USA 5-9 December 2011;ACSAC;?;?;ACM;2011;978-1-4503-0672-0
conf/acsac/2012;28th Annual Computer Security Applications Conference ACSAC 2012 Orlando FL USA 3-7 December 2012;ACSAC;?;?;ACM;2012;978-1-4503-1312-4
conf/acsac/2013;Annual Computer Security Applications Conference ACSAC '13 New Orleans LA USA December 9-13 2013;ACSAC;?;?;ACM;2013;978-1-4503-2015-3
conf/acsac/2014;Proceedings of the 30th Annual Computer Security Applications Conference ACSAC 2014 New Orleans LA USA December 8-12 2014;ACSAC;?;?;ACM;2014;978-1-4503-3005-3
conf/acsac/2014pprew;Proceedings of the 4th Program Protection and Reverse Engineering Workshop PPREW@ACSAC 2014 New Orleans LA USA December 9 2014;PPREW@ACSAC;?;?;ACM;2014;978-1-60558-637-3
conf/acsac/2015;Proceedings of the 31st Annual Computer Security Applications Conference Los Angeles CA USA December 7-11 2015;ACSAC;?;?;ACM;2015;978-1-4503-3682-6
conf/acsac/2015pprew;Proceedings of the 5th Program Protection and Reverse Engineering Workshop PPREW@ACSAC Los Angeles CA USA December 8 2015;PPREW@ACSAC;?;?;ACM;2015;978-1-4503-3642-0
conf/acsac/2016;Proceedings of the 32nd Annual Conference on Computer Security Applications ACSAC 2016 Los Angeles CA USA December 5-9 2016;ACSAC;?;?;ACM;2016;978-1-4503-4771-6
conf/acsac/2016ssprew;Proceedings of the 6th Workshop on Software Security Protection and Reverse Engineering SSPREW@ACSAC 2016 Los Angeles California USA December 5-6 2016;SSPREW@ACSAC;?;?;ACM;2016;978-1-4503-4841-6
conf/acsc/2000;23rd Australasian Computer Science Conference (ACSC 2000) 31 January - 3 February 2000 Canberra Australia;ACSC;?;?;IEEE Computer Society;2000;0-7695-0518-X
conf/acsc/2001;24th Australasian Computer Science Conference (ACSC 2001) 29 January - 1 February 2001 Gold Coast Queensland Australia;ACSC;?;?;IEEE Computer Society;2001;0-7695-0963-0
conf/acsc/2002;Computer Science 2002 Twenty-Fifth Australasian Computer Science Conference (ACSC2002) Monash University Melbourne Victoria January/February 2002;ACSC;CRPIT;4;Australian Computer Society;2002;0-909-92582-8
conf/acsc/2003;Computer Science 2003 Twenty-Sixth Australasian Computer Science Conference (ACSC2003) Adelaide South Australia February 2003;ACSC;CRPIT;16;Australian Computer Society;2003;0-909-92594-1
conf/acsc/2004;Computer Science 2004 Twenty-Seveth Australasian Computer Science Conference (ACSC2004) Dunedin New Zealand January 2004;ACSC;CRPIT;26;Australian Computer Society;2004;1-920682-05-8
conf/acsc/2005;Computer Science 2005 Twenty-Eighth Australasian Computer Science Conference (ACSC2005) Newcastle NSW Australia January/February 2005;ACSC;CRPIT;38;Australian Computer Society;2005;1-920682-20-1
conf/acsc/2006;Computer Science 2006 Twenty-Nineth Australasian Computer Science Conference (ACSC2006) Hobart Tasmania Australia January 16-19 2006;ACSC;CRPIT;48;Australian Computer Society;2006;1-920682-30-9
conf/acsc/2007;Computer Science 2007. Proceedings of the Thirtieth Australasian Computer Science Conference (ACSC2007). Ballarat Victoria Australia January 30 - February 2 2007. Proceedings;ACSC;CRPIT;62;Australian Computer Society;2007;1-920-68243-0
conf/acsc/2008;Computer Science 2008 Thirty-First Australasian Computer Science Conference (ACSC2008) Wollongong NSW Australia January 22-25 2008;ACSC;CRPIT;74;Australian Computer Society;2008;978-1-920682-55-2
conf/acsc/2009;Computer Science 2009 Thirty-Second Australasian Computer Science Conference (ACSC 2009) Wellington New Zealand January 19-23 2009 Proceedings;ACSC;CRPIT;91;Australian Computer Society;2009;978-1-920682-72-9
conf/acsc/2010;Computer Science 2010 Thirty-Third Australasian Computer Science Conference (ACSC 2010) Brisbane Australia January 18-22 2010 Proceedings;ACSC;CRPIT;102;Australian Computer Society;2009;978-1-920682-83-5
conf/acsc/2011;Thirty-Fourth Australasian Computer Science Conference ACSC 2011 Perth Australia January 2011;ACSC;CRPIT;113;Australian Computer Society;2011;978-1-920682-93-4
conf/acsc/2012;Thirty-Fifth Australasian Computer Science Conference ACSC 2012 Melbourne Australia January 2012;ACSC;CRPIT;122;Australian Computer Society;2012;978-1-921770-03-6
conf/acsc/2014;Thirty-Seventh Australasian Computer Science Conference ACSC 2014 Auckland New Zealand January 2014;ACSC;CRPIT;147;Australian Computer Society;2014;978-1-921770-30-2
conf/acsc/2015;38th Australasian Computer Science Conference ACSC 2015 Sydney Australia January 2015;ACSC;CRPIT;159;Australian Computer Society;2015;978-1-921770-41-8
conf/acsc/2016;Proceedings of the Australasian Computer Science Week Multiconference Canberra Australia February 2-5 2016;ACE/ACSC/AISC/APCMM/AUIC/AWC;?;?;ACM;2016;978-1-4503-4042-7
conf/acsd/1998;1st International Conference on Application of Concurrency to System Design (ACSD '98) 23-26 March 1998 Fukushima Japan;ACSD;?;?;IEEE Computer Society;1998;0-8186-8350-3
conf/acsd/2001;2nd International Conference on Application of Concurrency to System Design (ACSD 2001) 25-30 June 2001 Newcastle upon Tyne UK;ACSD;?;?;IEEE Computer Society;2001;0-7695-1071-X
conf/acsd/2003;3rd International Conference on Application of Concurrency to System Design (ACSD 2003) 18-20 June 2003 Guimaraes Portugal;ACSD;?;?;IEEE Computer Society;2003;0-7695-1887-7
conf/acsd/2004;4th International Conference on Application of Concurrency to System Design (ACSD 2004) 16-18 June 2004 Hamilton Canada;ACSD;?;?;IEEE Computer Society;2004;0-7695-2077-4
conf/acsd/2005;Fifth International Conference on Application of Concurrency to System Design (ACSD 2005) 6-9 June 2005 St. Malo France;ACSD;?;?;IEEE Computer Society;2005;0-7695-2363-3
conf/acsd/2006;Sixth International Conference on Application of Concurrency to System Design (ACSD 2006) 28-30 June 2006 Turku Finland;ACSD;?;?;IEEE Computer Society;2006;0-7695-2556-3
conf/acsd/2007;Seventh International Conference on Application of Concurrency to System Design (ACSD 2007) 10-13 July 2007 Bratislava Slovak Republic;ACSD;?;?;IEEE Computer Society;2007;978-0-7695-2902-8
conf/acsd/2008;8th International Conference on Application of Concurrency to System Design (ACSD 2008) Xi'an China June 23-27 2008;ACSD;?;?;IEEE;2008;978-1-4244-1838-1
conf/acsd/2009;Ninth International Conference on Application of Concurrency to System Design ACSD 2009 Augsburg Germany 1-3 July 2009;ACSD;?;?;IEEE Computer Society;2009;978-0-7695-3697-2
conf/acsd/2010;10th International Conference on Application of Concurrency to System Design ACSD 2010 Braga Portugal 21-25 June 2010;ACSD;?;?;IEEE Computer Society;2010;978-0-7695-4066-5
conf/acsd/2010w;Proceedings of the Workshops of the 31st International Conference on Application and Theory of Petri Nets and Other Models of Concurrency (PETRI NETS 2010) and of the 10th International Conference on Application of Concurrency to System Design (ACSD 2010) Braga Portugal June 2010;ACSD/Petri Nets Workshops;CEUR Workshop Proceedings;827;CEUR-WS.org;2012;?
